hau_000365|Biyu bisa biyar sau tamanin shi ne talatin biyu.
hau_000366|Fure mai launin blue da ruwan rawaya a jikin wani kore mai ganyaye koraye
hau_000367|Daya bisa biyar na ashirin a tara da talatin a tara da arba’in shi ne sha takwas.
hau_000368|Zane mai alamar a yi baya, cikin da'ira mai launin chanchanbali
hau_000369|Zanen wata ayaba shdiya a gefen tushenta mai koren ganye
hau_000370|Maciji mai ruwan kasa ya nannade busashen reshen wata bishiya
hau_000371|Zanen wani maciji mai launin ruwan kasa nade a jikin wani tumatur ja da koren ganye
hau_000372|Yau za a samu zafin rana da zai kai maki tamanin da biyu na ma’aunin  zafi amma ba za a samu ruwan sama ba.
hau_000373|Wani mutum a kan kujera mai launin brown sanye da wando ruwan rawaya da ya dora kafarsa ta dama a kan ta hagu yana karanta jarida
hau_000374|Shudin tsauni a bayan koren ciyayi a karkashin sararin samaniya mai haske da launin shu'di da baki
hau_000375|Zanen wani bakin kare mai launin baki na kokarin kama wata kwallo mai launin ja da ruwan toka da blue
hau_000377|Zanen wata lema mai mariki baki yadin rufinta kuma launi hudu fari da ja da kore da blue
hau_000406|Wannan keken hawa ce.
hau_000407|Shida ga bakwai ya kama goma sha uku
hau_000408|Doki ne gudu da tsakar rana.
hau_000409|An zura musu ƙwallaye 9 a raga.
hau_000410|Takwas sau tara ya zama saba'in da biyu.
hau_000411|Sittin a raba gida biyu zai kama talatin
hau_000412|Kaduna cibiyar ilimi
hau_000413|Huɗu sau biyar daidai yake da ashirin
hau_000414|Sha ɗaya a tara da uku ya kama goma sha huɗu.
hau_000415|Goma sau biyu ya kama ɗari kenan.
hau_000416|Saniya mai launin baƙi da fari
hau_000417|Wannan ayaba ce ta nuna a kusa da bishiyar ta.
hau_000418|Jigawa jiha Mai tasowa
hau_000419|Abuja ce Babban birnin tarayya
hau_000420|Mun hau  tsaunuku kusan guda biyar.
hau_000421|Da yammacin yau za a samu kaɗawar iska.
hau_000422|Miliyan ɗaya sau ɗaya bisa biyar shine dubu ɗari biyu.
hau_000423|Goma sha biyu sau huɗu ya zama arba'in da takwas.
hau_000424|Bakwai sau takwas zai kama hamsin da shida.
hau_000425|Ga tagar wani ɗaki a buɗe da fulawa a kusa da shi
hau_000426|Akwai Dutsen Mambila a jihar Adamawa
hau_000427|Akwai rashin tsaro a Sokoto
hau_000428|Muna da duniyoyi tara ne .
hau_000429|Idan aka ce ɗaya bisa uku sau sittin ya zama ashirin.
hau_000430|Wannan tumatur ne yayi ja da kuma ganye kore a samanshi.
hau_000431|Ɗaya a tara da biyu zai kama uku kenan
hau_000432|A wannan dare yanayi zai kasance mai ɗadi a maki 12.
hau_000433|Akwai dabbobi tara masu sauri a duniya.
hau_000434|Ahalinmu ba mu wuce mutum biyar ba.
hau_000435|Lemu guda uku amma an yanka guda ɗaya gida biyu an ɗauke rabinsa.
hau_000436|Ɗaya bisa biyu a tara da ɗaya bisa shida ya kama biyu bisa uku.
hau_000437|Ɗaya bisa biyu sau dari ya kama hamsin
hau_000438|Wannan wata alama ce dake nuna mahaifi da mahaifiya da yaronsu.
hau_000439|Wannan butar dafa ruwan zafi ce ko ta alwala mai launin baƙi da fari.
hau_000440|A yau yanayin zai kasance mai ɗumi a maki 20.
hau_000441|Biyu bisa biyar sau tamanin zai kama talatin.
hau_000442|Wasu mata uku sun haifi yara 'yan uku a asibiti.
hau_000443|Ina da takalma uku amma ba na iya amfani da duka uku a lokaci guda.
hau_000444|An samu taimakon malaman jinya uku a asibitin.
hau_000445|Uku bisa takwas sau takwas ya zama uku kenan.
hau_000446|Kogi biyu ne suka fi kowanne tsawo a Duniya.
hau_000447|Na siyo biskit guda biyar, na je na rabawa ƙanne na biyar kowannen su.
hau_000448|Idan aka ce sha ɗaya sau ɗari da goma ya zama dubu ɗaya da ɗari biyu da goma.
hau_000449|Laima ce mai dauke da launukan ja har wuri biyu, shuɗi da fari da kuma kore.
hau_000450|Abin mamaki wannan bakin karen yana wasa da ƙwallo mai launukan ja da shuɗi da ruwan toka.
hau_000451|Kwata sau ashirin ya kama biyar daidai.
hau_000452|Za a samu hadari da yanayi mai zafi da kadawar iska mai ƙarfi da rana amma babu ruwan sama
hau_000453|A yau za a sha sanyi inda yanayi zai kasance a maki 5 na ma'aunin yanayi.
hau_000454|Wani mutum ya yanka tuffa guda ɗaya ga kuma rabi a kusa da tuffar da ba a yanka ba.
hau_000455|Yanayin wannan rana zai kasance cikin kaɗawar iska mai ni'ima a maki 15 na ma'aunin yanayi.
hau_000456|Da yammaci za a sha guguwa da za ta fara tun da rana a maki 21 na ma'auni yanayi.
hau_000457|Baƙin dokin can ne ya zo na ɗaya a gasar tsere.
hau_000458|Yara hamsin sun samu kyautar cikar ƙasarsu shekara hamsin da kafuwa.
hau_000459|Yanayin wannan rana zai kasance mai zafin gaske inda zai kai har digiri 27.
hau_000460|Za a tafka ruwan sama daga safe har yammaci da yanayi mai maki 18.
hau_000461|Duk Jihohon Arewa bawadda takai kano. Mai Dala da goron dutse
hau_000462|Kofuna ne aka jera su guda huɗu masu launin ɗorawa da ja da shuɗi da ruwan cakuleti.
hau_000463|Wannan wajen ya yi kama da wata ƙorama da shukar ruwa ga wani tsauni can a gefe ko kuma ƙanƙara a daskare
hau_000464|Sadara ta goma sha-bakwai tana nuni da cewa, akwai damar baiwa  dan-kasa mallakar dukiyarsa shi kadai ko a hadaka.
hau_000570|Bokitin Larai ja ne.
hau_000571|Muna son tuwon-shinkafa ran sallah.
hau_000572|Kasar Ghana tayi iyaka da Nijeriya.
hau_000573|Fura da nono abincin masu wadatane.
hau_000574|Zamuje ziyarar abokin mu ranar lahadi
hau_000575|Mutanen Kano suna son cin gurasa.
hau_000576|Azumi zai kama watan Satumba
hau_000577|Musulmi na zuwa Masallaci ran juma'a
hau_000578|Tanko Yana son zuwa kasuwa ran Talata.
hau_000579|Motar yan sanda baka ce
hau_000580|Karin kumallo da Alale kasala da nauyin jiki.
hau_000581|Zamu gama karatu a watan janairu.
hau_000582|Bikin Shamsu yakama watan mayu.
hau_000583|Ahmad Bola tinubu ya taba yin gwamna A legas
hau_000584|Muna zuwa makaranta ran litinin
hau_000585|An fi yin bukukuna ran Asabar a garin mu.
hau_000586|Funkasau da Miyar-taushe suna bada dan-dano Mai gamsarwa.
hau_000587|Shaharariyar me kera tukunya Ladi kwali yar arewacin Nijeriya ce.
hau_000588|Shi'a Kungiyar addini ce masu biyayya ga Zakkzaky.
hau_000589|Gwamnan farko a jihar Kano da ya Gina Al'umma shine Audu bako jami'in Dan sanda.
hau_000590|Dutsen kwatarkwashi dutse ne Mai dunbun tarihi a Arewa da ke jihar Zanfara.
hau_000591|Babanmu Yana zuwa gona duk ranar laraba
hau_000592|gabon Sune suka mulki Ghana tsawon shekaru.
hau_000593|Lome shi ne Babban birnin jamhuriyar Togo.
hau_000594|Abinci Dana ci da safe shine koko da Kosai.
hau_000595|Kasuwar garinmu naci ran Alhamis.
hau_000596|Baban su Habu baya cin yar'tsala da rana.
hau_000597|Atiku Abukakar Tsohon Mataimakin shugaban kasa lokacin Obasanjo.
hau_000598|FRSC zata fara binciken masu aba-ban hawan da basuda shaidar tuki.
hau_000599|Aisha Lawan ta fara aiki da hukumar zaben a shekarar ta shida bayan Samun yancin kai.
hau_000600|Ali Nuhu, Osita iheme, Sani danja, Davido
hau_000601|Ruwa ne ya raba tsakanin Nijeriya da Sudan.
hau_000602|Shehu Malami ne masani da yake karantar da mabiyansa.
hau_000603|Charbi Wani abun kirgene Wanda wasu daga cikin musulmi kanyi amfani dashi don yin kirge.
hau_000604|Zawiyya matattara ce ta yan Darika Wanda suke taruwa don gabatar da addua.
hau_000605|Dajin yankari wuri ne da ake Adana namun daji Dake jihar Buchi a Arewa Maso yamma
hau_000606|Ahmad Bola Tinubu, Abba Kabir Yusuf, Kashim Shattima, Umar Namadi.
hau_000607|Wanene Augustine jay-jay Okocha? Shi Dan kwallon kafa ne Wanda ya taka leda a gasar kofin duniya
hau_000608|Hukumar SON ta cafke wasu Bata gari da suka sai da kayan lantarki marsa inganci.
hau_000609|Jihar Ibadan ko Badin, jihace Mai tsohon tarihi. Garin yarbawa ne makwabtan jihar legas.
hau_000610|Wanene farkon Shugaban kasar Gghana? Kwame Nkrumah shine Shugaban kasar Ghana na farko.
hau_000611|Masallaci wurine da ake amfani dashi don yin Ibadan. Gina gine don yin Ibada na musulmai
hau_000612|Bana son yin Karin kumallo Tafiya Wani gari Mai nisa ita ce balaguro
hau_000613|Kamaru, Niger, chadi, Libiya, Ghana, Sudan, Benin, Togo,
hau_000615|Dutsen-Dala, Dajin falgore, Dajin yankari, Gandun dabbobin Kano, Dutsen kwatarkwashi, Dutsen zuma
hau_000616|Hukumar NAFDAC zata fara kewaye a wuraren da suke Saida kayan ci, nasha da magunguna.
hau_000617|Wanene Ahmad Musa? Ahmad Musa ya bugawa Nijeriya Gasar cin kufin Afrika a wannan shekarar.
hau_000621|Ancowas ya kasance mallakar yan addinin hindu Wanda aka gina a karni na Sha biyu
hau_000622|FANN zata hana masu zirga-zirgar jiragen sama sauka a tashi muddin basu biya haraji ba.
hau_000625|Maulidi Biki ne Wanda Mabiya Darika kan gabatar don nuna murnar zagayowar watan da aka haifi Annabi Muhammad SAW
hau_000646|Ranar Litinin auren Sakina
hau_000647|Anya Ali zai zo Ranar Talata kuwa?
hau_000648|Ba laifi in kazo aiki ranar Lahadi
hau_000649|Ina shuɗiyar rigata?
hau_000650|Ƙila Bashir ya yi sallar Azumi a Legas
hau_000651|Ƙolo shi ne almajirin da ya fara iya karatu.
hau_000652|Zan ɗinaka sabbin kaya saboda bikin sabuwar shekara
hau_000653|Malam yana da kuɗi sosai.
hau_000654|Saniya na kiwo a kusa da bishiya
hau_000655|Tun Ranar Alhamis Kamilu ya tafi Kano
hau_000656|Ko ranar Laraba idan ka kawo zamu karɓa
hau_000657|Ana yawan ruwan sama a wata Agusta
hau_000658|Ana yawan rigima da mutane akan bikin Maulidi a Kano.
hau_000659|Ina Koren agogon ka?
hau_000660|Almajirai da dama suna shan wahala lokacin azumi
hau_000661|Buta mai launin bak'i
hau_000662|Mun tafi hutu sai watan Afrilu zamu dawo
hau_000663|Gadar da aka tsara a saman kogi.
hau_000664|Alamar hasken rana.
hau_000665|Saniya mai launin bak'i da fari a tsaye.
hau_000666|Lambu.
hau_000667|Lemun zak'i mai launin rawaya
hau_000668|Tumaturi mai launin ja da karas mai launin ja.
hau_000669|An haifa masa ɗansa na fari a tsakiyan watan Nuwamba
hau_000670|Ɗakko min taguwata da na saka ranar Juma'a
hau_000671|Taga a bud'e tare da fulawa
hau_000672|Kudiddifi a tsakiyar duwatsu.
hau_000673|Dala na dutse a cikin ciyawa
hau_000674|Siffar yaro a tsakanin mace da namiji
hau_000675|Kwallo mai launin baki da fari a cikin raga
hau_000676|Maciji a nad'e a jikin ice
hau_000677|Alwatika launin kore a saman da'ira shud'i.
hau_000678|Da'ira mai ruwan k'asa a tsakanin alwatika mai launin bak'i.
hau_000679|Siffa mai kusurwa biyar mai ruwan toka-toka a cikin siffa mai launin jar garura
hau_000680|Alamar ganuwar shiga gari mai launukan ja da rawaya da shud'i da mai ruwan k'asa
hau_000681|Farar siffa mai kusurwa bakwai a cikin da'irar mai ruwan toka-toka
hau_000682|In ban da ƙungiyar mata musulmi ta Najeriya FOMWAN babu wata ƙungiya mai ƙarfin tallafawa mata gajiyayyu.
hau_000683|Murabba'i uku masu launin ruwa k'asa a cikin da'ira mai launin jar garura.
hau_000684|Siffar zuciya mai ruwan toka-toka a cikin siffar silinda launin ruwan k'asa.
hau_000685|Da'irar shud'i a tsakanin murabba'in rawaya biyu.
hau_000686|Da'ira mai launin fari a cikin da'ira mai launin jar garura tare da siffar kibiya mai launin rawaya.
hau_000726|SON
hau_000727|Aisha tayi aure
hau_000728|Jihar Taraba Mai kasar noma
hau_000729|Musa Malamin makaranta ne
hau_000730|Bauchi garin yawon bude ido
hau_000731|Dutsen Dala yana da dogon tarihi
hau_000732|WHO
hau_000733|NAFDAC
hau_000734|Mero ta dama fura da nono
hau_000735|Ana girka Mana tuwon shinkafa
hau_000736|Aminu yana da mota
hau_000737|Zanfara uwar ma,adanai
hau_000738|Tsaunin Cristal Yana da girma Togo
hau_000739|Ana cin Waina da miyar taushe
hau_000740|Akwai zafin Rana a Sudan saboda suna da sahara
hau_000741|Izala suna gabar da wa'azin kasa
hau_000742|Ana zuwa majami'a duk ranar Lahadi
hau_000743|Akwai akalla dabbobin daji dari a yankari
hau_000744|Babu zafin Rana a watan Nuwamba
hau_000745|jami'ar Bayero ta zama abin mamaki a arewacin Najeriya
hau_000746|Audu na Karin kumallo da koko da kosai
hau_000747|Baba Rabi tana dafa shinkafa
hau_000748|zakuna na zaune a gidan Zoo a Kano
hau_000749|Kasuwar garinmu na ci ranar Laraba
hau_000750|Buta ana amfani da ita wajan Alwala idan za'ai sallah
hau_000751|Wanene Bola Ahmad tinubu? Shine Sabon Shugaban kasar Nijeriya
hau_000752|Akwai akalla mutane miliyan goma-shabiyu a chadi
hau_000753|Baba na zuwa ziyara masllaci duk ran juma'a
hau_000754|Wanene mataimakin Shugaban majalisar Dattawan Nijeriya? Barau jibrin ne.
hau_000755|Baba na yana zuwa kasuwa
hau_000756|Tekun naija yana samar da wutar lantarki
hau_000757|Niamey shine Babban birnin jamhuriyar Niger
hau_000758|Mu kan fita aiki a ranar Litinin
hau_000759|Massalaci wuri ne da ake gabatar da ibada ga Musulmi
hau_000760|Kullum sai munci Alale
hau_000761|shi'a suna yin bikin Hussainiya duk shekara
hau_000762|Kamaru tana a karkashin milkin mallakar faransa a shekarar 1884
hau_000763|Akwai Akalla Butoci masu launin fari
hau_000764|Babangida ya sauka daga mulkin Nijeriya a shekarun baya
hau_000765|Niger, kamaru, chadi, Sudan, Togo
hau_000766|Asibitin Malam Aminu Kano yanada da likitici da yawa
hau_000767|Zuma Kullum Ja ce
hau_000768|Yara na son yin wasa kowace Talata
hau_000769|Gidan radion Kano suna kawo Mana shirye shirye
hau_000770|kirista sunayin ibada a ranar Lahadi
hau_000771|carbi wani abun kirge ne Wanda wasu daga cikin Musulmi kan yi amfani dashi dan yin ibada
hau_000772|Sanusi Lamido ya yi sarkin Kano
hau_000773|Wanene Abba Kabir Yusuf? ABBA Kabir Yusuf shine sabon gwamnan jihar Kano.
hau_000774|Fura da Nono suna saka kasala? kwarai suna sakawa dame akeyin fura? da gero
hau_000775|Wanene Kashim Shetima? Shi ne mataimakain shugaban Nijeriya
hau_000776|Takutaha biki ne da mabiya darika Kan gabatar Dan nuna murnar zagayowar ranar da aka haifi Annabi Muhammad sallallahu Alaihi wasallam
hau_000777|Me ya sa mutane suke zuwa gidan makama? suna zuwa ne don ganin kayan tarihi
hau_000779|wanene ya samu matsayin daraktan wasan  kwaikwayo? Ali Nuhu ya samu mukamin darakta
hau_000780|Menene Abincin mutanan Bauchi  a Najeriya?Masa itace Abincin mutanan Bauchi Dame akeyinta? da shinkafa akeyin Masa
hau_000800|Sai ka dan koma ta bangaren hagu
hau_000801|Sai ka nufi Arewa
hau_000802|Sai kai yi ta tafiya na nisan mita dari shida
hau_000803|Amma ana samun rikicin wariyar yanki a kasar Afirka ta Kudu.
hau_000804|Idan aka kwana talatin za a sami buhunan wake guda talatin cikakku.
hau_000805|Ba a cika samun tashin hankali a ƙasar Botswana ba.
hau_000806|Garin farar dawa akwai daɗi idan aka nika aka yi dan'wake da shi.
hau_000807|A kasar Namibiya ne ake girmama baki don su ni daɗin zuwa su zuba hannun-jari
hau_000808|Titus ya ji daɗin abincin da muka sayo dazu.
hau_000809|Ya aka yi Nijeriya ta samu sunanta na Nijeriya? Saboda kogin Neja
hau_000810|A Legas akwai wurin shakatawa na bakin teku
hau_000811|Cikin shekaru sittin ya je kasashe sittin na duniya.
hau_000812|Ƙasar Afirka ta Kudu na ɗaya daga cikin kasashen masu arziƙi a Nahiyar.
hau_000813|A kwanaki bakwai da na zagaya kasuwanni na ci ribar dubu dari bakwai.
hau_000879|Ya tafi makaranta
hau_000880|Asabar ta zo min ina cikin farin ciki.
hau_000881|Watan Fabrairu ana zuba sanyi sosai.
hau_000882|Mun fara aikin ne ranar Alhamis din da ta wuce.
hau_000883|Sun same ni a a gona ranar da safe ranar Juma'a.
hau_000884|Ana fara tsananin zafi ne a watan Maris.
hau_000885|A watan Janairu ake zabar gonar da za a shuka masara.
hau_000886|Ranar 12 ga watan Rabi'ul Auwal Ake hutun Maulidi.
hau_000887|Ranar 1 ga watan Janairu ake yin hutun sabuwar shekara
hau_000934|Taliyar ta lalace.
hau_000935|Sodangi tafi duk yaran gidansu kokari.
hau_000936|Waken be dahu ba.
hau_000937|1-Baban Tanko babban Mai arziki ne a garimmu.
hau_000938|Ina san naci Dambu sosai.
hau_000939|Jatau ya tafi kasar waje karo karatu.
hau_000940|Jamhuriyar Niger na fama da karancin abinci.
hau_000941|Mamammu ta dafa mana dan wake.
hau_000942|Shinkafar ta dahu.
hau_000943|Telle ya samu sana'ar yi garin Abuja.
hau_000944|Kogi mafi girma a Najeriya shi ne Kogin Niger Delta.
